Stars,Position,Name,Class,Ht,Wt,Previous School,New School
2,SG,Deang Deang,RS SR,4-Jun,190,Eastern Illinois,Academy of Art
2,PF,Edoardo Del Cadia,SR,8-Jun,240,UNLV,Nicholls
3,C,Abraham Deng,RS JR,-11,225,Longwood,Jefferson
2,PG,RayJ Dennis,JR,2-Jun,180,Boise State,Toledo
3,PF,Jerome Desrosiers,SR,7-Jun,235,Princeton,Hawaii
2,PF,Tahirou Diabate,SR,9-Jun,225,Portland,San Diego State
2,PG,David Dial,RS SO,8-May,155,South Dakota,Bridgeport
2,SG,Babacar Diallo,SO,6-Jun,195,Saint Peter's,Navarro College
2,C,Ibrahima Diallo,JR,Jul-00,220,Ohio State,San José State
2,C,Madani Diarra,JR,-11,260,Eastern Illinois,Indian Hills Community College
3,C,Mamoudou Diarra,RSSR,9-Jun,225,Cincinnati,Tennessee Tech
2,SG,Uche Dibiamaka,SR,4-Jun,200,Texas–Rio Grande Valley,St. Edward's
2,PF,David Didenko,RS JR,9-Jun,230,Georgia Tech,UT Martin
2,C,Avery Diggs,SR,-10,255,UCF,Chattanooga
2,PG,Josh Dilling,SO,4-Jun,190,Minnesota–Crookston,Queens (NC)
2,C,Assane Diouf,RS JR,2-Jul,250,Fresno State,Austin Peay
4,PF,Dylan Disu,JR,9-Jun,225,Vanderbilt,Texas
2,SG,George Dixon,SR,5-Jun,230,Eastern Illinois,Western Illinois
2,PG,Mikey Dixon,RS SR,2-Jun,165,GCU,Idaho
2.3,SG,Nikola Djogo,RS SR,8-Jun,230,Notre Dame,Northeastern
2,PG,Paul Djoko,RSSR,4-Jun,200,Northern Kentucky,UT Tyler
2,PF,Danilo Djuricic,SR,8-Jun,215,Harvard,Santa Clara
2,C,Olgierd Dmochewicz,RS FR,-11,220,Northern Arizona,Chadron State
2,PF,Imajae Dodd,JR,7-Jun,268,UNCW,Charleston Southern
2,PF,Jakub Dombek,RS JR,-11,215,Hartford,Davenport
3,SG,Trey Doomes,SR,3-Jun,175,Chattanooga,Oklahoma Baptist
2,PG,Nolan Dorsey,SO,5-Jun,206,New Mexico,Holy Cross
2,PF,Parker Dortch,SR,7-Jun,220,Loyola Marymount,Anderson
2,PG,Shaun Doss,RSSR,5-Jun,185,Arkansas–Pine Bluff,SIUE
2,SF,Konstantin Dotsenko,JR,7-Jun,210,Tarleton State,Samford
2,PG,Jakigh Dottin,SR,2-Jun,211,Towson,Nichols College
4,C,Mamadou Doucoure,RSSR,9-Jun,250,Rutgers,La Salle
3,SF,Myles Douglas,RSSR,7-Jun,215,Saint Joseph's,Morgan State
2,SG,William Douglas,SR,5-Jun,195,SMU,Prairie View A&M
2,SG,Jason Douglas-Stanley,SR,2-Jun,190,Manhattan,Northwestern Oklahoma State
4,C,Emmanuel Dowuona,RS JR,-10,230,Purdue,Tennessee State
2,PG,"Julian Dozier, Jr.",SO,-10,170,Fordham,Georgia Highlands College
2,SG,LaDavius Draine,SR,4-Jun,210,Southern Miss,Tulsa
2,PG,Jermaine Drewey,SR,2-Jun,185,Longwood,Texas A&M International
3,SG,"Gerald Drumgoole, Jr.",JR,5-Jun,205,Pittsburgh,Albany
3,SG,Darlinstone Dubar,SO,8-Jun,211,Iowa State,Hofstra
2,SG,Kenyon Duling,SR,2-Jun,205,North Carolina A&T,University of Pikeville
2,SG,Rasheem Dunn,RS SR,2-Jun,190,St. John's,Robert Morris
2,PG,Tavian Dunn-Martin,RS SR,8-May,155,Duquesne,Florida Gulf Coast
2.5,PF,Jalen Dupree,RS SR,8-Jun,235,Samford,Tennessee State
3.3,SG,Al Durham,SR,4-Jun,180,Indiana,Providence
3,C,Michael Durr,SR,Jul-00,250,South Florida,Indiana
2,PF,Pavlo Dziuba,SO,8-Jun,235,Arizona State,Maryland
2,PF,Marcellus Earlington,SR,6-Jun,240,St. John's,San Diego
3.3,SF,"Kevin Easley, Jr.",RS JR,7-Jun,230,TCU,Duquesne
4,PF,Tari Eason,SO,8-Jun,210,Cincinnati,LSU
2,PG,Sean East II,JR,3-Jun,180,Bradley,John A. Logan College
2,PG,Roscoe Eastmond,JR,9-May,150,Denver,Southeastern Louisiana
2,SG,Kelton Edwards,SR,6-Jun,195,Grambling State,Texas A&M University–Texarkana
4,SG,Keon Edwards,RS FR,8-Jun,210,DePaul,Nebraska
3.5,SG,Kyler Edwards,SR,4-Jun,195,Texas Tech,Houston
2,SG,Tre Edwards,RS SO,7-Jun,195,Akron,UMBC
2,C,Chris Efretuei,SR,1-Jul,260,Louisiana–Monroe,Maine
2,SG,Eddy Egun,RS JR,4-Jun,195,Montana,Regis
2,PF,Deon Ejim,RS JR,6-Jun,235,UIC,Lewis
3,PG,Ishmael El-Amin,SR,3-Jun,180,Ball State,Rhode Island
2,SG,Thai Elder,SO,2-Jun,180,Louisiana Tech,Collin College
2,SG,Adham Eleeda,SR,5-Jun,205,Northern Kentucky,Bryant
2,PG,Elijah Elliott,SO,Jun-00,165,Oklahoma Christian,Mount St. Mary's
2,SF,Leighton Elliott-Sewell,SR,6-Jun,187,Stony Brook,St. Thomas Aquinas
4,PG,Boogie Ellis,JR,3-Jun,180,Memphis,USC
3,SG,Walter Ellis,SR,5-Jun,190,Bucknell,GCU
2,PG,Kobe Elvis,SO,2-Jun,170,DePaul,Dayton
2,SF,Patrick Emilien,SR,7-Jun,210,Western Michigan,St. Francis Brooklyn
4,SF,Tristan Enaruna,RS SO,8-Jun,220,Kansas,Iowa State
2,PF,Josh Endicott,RSSR,9-Jun,205,North Florida,UT Martin
2,PF,Will Engelhardt,RS SO,7-Jun,205,Niagara,St. Lawrence University
2,SF,Deshaun English II,JR,6-Jun,200,Northern Colorado,Butler Community College
2,SF,DeAngelo Epps,JR,5-Jun,200,College of Charleston,Hampton
2,SF,Nick Erickson,SO,7-Jun,180,Jacksonville,Missouri–St. Louis
2,SG,Kenton Eskridge,SR,2-Jun,195,UT Martin,Fort Valley State
2,SG,Jay Estime,RSSR,5-Jun,185,UNCW,Chowan
2,PG,Aaron Estrada,JR,3-Jun,195,Oregon,Hofstra
3,PG,Maxwell Evans,SR,2-Jun,200,Vanderbilt,TCU
3,PF,Nicholas Evtimov,RS SO,7-Jun,215,Colgate,Cape Fear Community College
3,C,Onyi Eyisi,SR,9-Jun,225,Fordham,Cal State Northridge
2,SG,R.J. Eytle-Rock,SR,4-Jun,225,UMBC,Utah State
2,SG,Tye Fagan,SR,3-Jun,198,Georgia,Ole Miss
2,PF,Anthony Fairley,SR,8-Jun,190,Alcorn State,Miles
2,PG,Justin Faison,SR,Jun-00,175,Elizabeth City State,UMass Lowell
2,SG,Charles Falden,SR,3-Jun,210,Winthrop,James Madison
2,PG,Jacob Falko,SR,3-Jun,190,Gardner–Webb,Binghamton
4,SF,Ibrahim Famouke Doumbia,RSSR,7-Jun,205,UCF,Cal State Fullerton
2,PF,Donalson Fanord,RS JR,9-Jun,225,Mississippi Valley State,Simpson University
2,SG,Reed Farley,SR,4-Jun,190,Harvard,UC San Diego
2,SG,Kehlin Farooq,RS FR,3-Jun,160,Hampton,Texas Southern
4,PG,Noah Farrakhan,SO,2-Jun,165,East Carolina,Eastern Michigan
3,SG,Nick Farrar,RS FR,7-Jun,230,NC State,College of Charleston
2,SF,Maximus Farthing,JR,5-Jun,205,NC State,Grand Valley State
3,SG,Mason Faulkner,RS SR,1-Jun,190,Western Carolina,Louisville
2,PF,Matt Faw,SR,9-Jun,225,Holy Cross,NJIT
2,SF,Cheikh Faye,SR,8-Jun,216,Eastern Kentucky,Charleston Southern
3,PF,KeyShawn Feazell,SR,9-Jun,230,McNeese,Creighton
2,SG,Kyle Feit,RS JR,4-Jun,190,Arizona State,Indian River State College
2,SF,C.J. Felder,JR,7-Jun,240,Boston College,Florida
2,SG,Broc Finstuen,SR,4-Jun,200,Pacific,Cleveland State
3,PF,Keith Fisher III,RS SR,8-Jun,225,Illinois State,Pepperdine
2,SG,Luke Fizulich,RS FR,2-Jun,185,Marquette,Albany
3.7,SF,Savion Flagg,SR,7-Jun,225,Texas A&M,Sam Houston State
2,SG,"Ferron Flavors, Jr.",RS SR,3-Jun,190,Oklahoma State,Robert Morris
2,SG,"Phlandrous Fleming, Jr.",SR,4-Jun,210,Charleston Southern,Florida
4,SG,Cam'Ron Fletcher,SO,7-Jun,215,Kentucky,Florida State
2,PF,Finn Fleute,JR,-10,235,Montana State,UT Tyler
2,PG,Michael Flowers,SR,1-Jun,190,South Alabama,Washington State
2,PF,Lawrence Foreman,SO,9-Jun,240,Rider,Cochise College
2.7,SG,Jaylen Fornes,RS SR,3-Jun,195,Nicholls,UNCW
2,SG,Trey Fort,SO,4-Jun,195,UT Martin,East Mississippi Community College
2,PG,Chase Forte,SO,3-Jun,190,UNC Asheville,Gulf Coast State College
2,SG,Marco Foster,SO,2-Jun,180,Oklahoma Christian,New Hampshire
2,C,Nolan Foster,JR,-10,222,Ohio,Marian University
3,SG,Tyler Foster,RS JR,5-Jun,190,Youngstown State,Mississippi Valley State
2,PF,Parker Fox,RSSR,8-Jun,210,Northern State,Minnesota
2,PF,Perry Francois,RS SR,8-Jun,240,Texas A&M–Corpus Christi,Charlotte
4,PF,Terren Frank,RS FR,8-Jun,225,TCU,Vanderbilt
4,SG,Armaan Franklin,JR,4-Jun,200,Indiana,Virginia
2,SG,Damaria Franklin,RS JR,3-Jun,200,Tennessee Tech,UIC
2,SF,Ja'von Franklin,RSSR,7-Jun,220,Auburn,South Alabama
2,SG,Julien Franklin,RS SO,7-Jun,200,Oregon State,Cal Poly
2,SG,Luke Frazier,SO,5-Jun,170,Dayton,Ohio
2,SG,C.J. Fredrick,RS JR,3-Jun,185,Iowa,Kentucky
2,PF,Ahren Freeman,JR,7-Jun,230,New Orleans,Indian Hills Community College
2,PG,Chase Freeman,SR,-11,185,Wagner,Limestone
2,SF,Chris Freeman,RS SR,6-Jun,190,Texas–Rio Grande Valley,Jackson State
3,PG,Mark Freeman,RS SO,-11,165,Tennessee State,Illinois State
2,C,Sam Freeman,JR,-10,240,Minnesota,Pacific
2,SG,Joe French,JR,5-Jun,180,Florida Atlantic,Bethune–Cookman
2,PF,Alanzo Frink,RS JR,8-Jun,270,South Carolina,East Carolina
2,PG,Themus Fulks,SO,1-Jun,175,South Carolina State,Dodge City Community College
4,PG,P.J. Fuller,JR,4-Jun,175,TCU,Washington
2,SG,Gob Gabriel,JR,7-Jun,175,Monmouth,Hill College
2,SG,Both Gach,SR,6-Jun,185,Minnesota,Utah
3,PF,Clashon Gaffney,SR,9-Jun,225,Tarleton State,Texas A&M–Commerce
2,SG,Suraj Gahir,SO,5-Jun,185,California Baptist,University of the Fraser Valley
3,SG,Anthony Gaines,RSSR,5-Jun,203,Northwestern,Siena
2,SG,Davonte Gaines,JR,7-Jun,181,Tennessee,George Mason
3,C,Jamal Gaines,RS JR,8-Jun,260,Texas–Rio Grande Valley,Our Lady of the Lake University
2,SG,Jason Gallant,SO,3-Jun,185,San Diego,Colorado Christian
2,SG,Savion Gallion,JR,4-Jun,182,Buffalo,South Plains College
2,SG,Brevin Galloway,RSSR,2-Jun,215,College of Charleston,Boston College
2,SG,"Kenneth Ganley, Jr.",RS SO,5-Jun,190,Youngstown State,Northwood
4,SF,Greg Gantt,RS SO,8-Jun,215,Providence,NC State
2,SF,Anyang Garang,RS SO,9-Jun,210,Oklahoma,UMBC
2,SG,Andrew Garcia,RS SR,6-Jun,225,Georgia,Kent State
4,PF,Dawson Garcia,RS FR,-11,235,Marquette,North Carolina
2,PG,Roman Garcia,SO,-10,165,Tarleton State,Cochise College
2,PF,Jayden Gardner,SR,6-Jun,233,East Carolina,Virginia
2,PG,Marcus Garrett,RSSR,1-Jun,195,Morehead State,Bethune–Cookman
2,PF,Zondrick Garrett,SO,7-Jun,195,South Alabama,Pensacola State College
2,PG,Conley Garrison,SR,1-Jun,170,Drury,Furman
2,SF,Najee Garvin,RSSR,8-Jun,210,Nicholls,Hampton
2,SF,Clay Gayman,RS JR,6-Jun,225,Abilene Christian,Drury
2,SG,Reginald Gee,RS SR,2-Jun,230,Austin Peay,Louisiana–Monroe
2,SG,Ryan Gendron,JR,6-Jun,180,Tulsa,Northeastern State
2,PF,Donald Ghostone,SO,7-Jun,185,Texas A&M–Commerce,Central Arizona College
2,PG,Jalen Gibbs,RSSR,3-Jun,185,Mount St. Mary's,Jacksonville State
2,PG,Kam Gibson,SR,3-Jun,190,Western Carolina,Vermont
2,SF,Miles Gibson,RSSR,6-Jun,205,Eastern Michigan,Saint Peter's
2,PG,Thomasi Gilgeous-Alexander,RS SO,5-Jun,-,Evansville,Northeastern Oklahoma A&M College
2,SG,Jeremiah Gilyard,RS JR,2-Jun,180,Bethune–Cookman,Polk State College
2.5,PG,Evan Gilyard II,SR,-10,170,New Mexico State,Kansas City
2,SF,Mikal Gjerde,JR,7-Jun,200,San Diego,Rockhurst
2,PG,R.J. Glasper,RS SR,Jun-00,180,Oral Roberts,Incarnate Word
2,PG,Ques Glover,JR,Jun-00,180,Florida,Samford
2,SF,Zavon Godwin,SR,6-Jun,215,UT Martin,Texas–Permian Basin
2,SG,Caleb Golden,SO,4-Jun,190,Tarleton State,Butler Community College
3,C,Vladislav Goldin,SO,1-Jul,240,Texas Tech,Florida Atlantic
3,PG,Jordan Goldwire,SR,3-Jun,194,Duke,Oklahoma
2,PF,"Colin Golson, Jr.",SO,6-Jun,230,Siena,Eastern Michigan
2,SG,Dante Gonzales,RS JR,4-Jun,170,UT Martin,Scottsdale Community College
2,C,Ralph Gonzales-Agee,RS SR,8-Jun,245,San José State,Rutgers
2,PG,Patrick Good,RS SR,Jun-00,175,ETSU,Winthrop
2,C,Zen Goodridge,RSSR,7-Jun,235,Bethune–Cookman,Minnesota–Crookston
2,PF,Antonio Gordon,JR,9-Jun,215,Kansas State,Southeastern Louisiana
2,SG,D.J. Gordon,RS FR,5-Jun,175,Penn State,Fordham
3,SG,DaJuan Gordon,RS SO,3-Jun,190,Kansas State,Missouri
4,SF,Jacobi Gordon,SR,7-Jun,220,Louisiana,Florida Memorial University
2,PG,Myron Gordon,RS SR,3-Jun,180,Samford,Bowling Green
2,PG,Jordan Gorman,SR,-10,165,Detroit Mercy,Southeastern University
4,PG,Kellan Grady,SR,5-Jun,205,Davidson,Kentucky
2,PG,Qua Grant,RS JR,1-Jun,190,West Texas A&M,Wichita State
4,SF,Tyon Grant-Foster,SR,7-Jun,205,Kansas,DePaul
2,SG,A.J. Gray,SO,4-Jun,-,Hartford,Genesee Community College
2,SF,Christian Gray,RS SR,6-Jun,250,Fresno State,Cal State Northridge
3,C,Josh Gray,SO,Jul-00,255,LSU,South Carolina
2,SG,Kyle Greeley,RS JR,5-Jun,185,Portland State,Saint Martin's
2,SF,David Green,SO,7-Jun,215,Hofstra,Louisiana Tech
2,SG,Jervay Green,SR,3-Jun,200,Pacific,Talladega College
2,PF,Mason Green,RSSR,-10,220,Tennessee State,Tuskegee
2.5,SG,Xavier Green,RS SR,6-Jun,205,Old Dominion,Maryland
2,PG,Michael Green III,JR,-11,150,Bryant,Robert Morris
2,PG,"Wendell Green, Jr.",SO,-11,175,Eastern Kentucky,Auburn
2,PG,Javon Greene,SR,4-Jun,195,George Mason,South Florida
2,C,David Greer,SR,Jul-00,235,North Carolina A&T,Nebraska–Kearney
3,PF,Brison Gresham,RS SR,8-Jun,230,Houston,Texas Southern
2,PG,Sam Griffin,JR,4-Jun,180,UT Arlington,Tulsa
2,SG,"Cly Griffith, Jr.",RSSR,2-Jun,180,Portland,Westmont
2,PF,Roy Grigsby,RS JR,9-Jun,225,Northern Colorado,Concordia St. Paul
2,PG,Caleb Grill,JR,3-Jun,196,UNLV,Iowa State
2,SF,Ty Groce,RS SR,8-Jun,220,Eastern Michigan,Butler
2,SF,Jacob Groves,JR,9-Jun,216,Eastern Washington,Oklahoma
2,C,Tanner Groves,RSSR,-10,240,Eastern Washington,Oklahoma
2,SF,Quincy Guerrier,JR,8-Jun,220,Syracuse,Oregon
2,SG,Christian Guess,RS JR,7-Jun,195,Samford,Prairie View A&M
2,PF,Mouhamadou Gueye,RS SR,-10,200,Stony Brook,Pittsburgh
2,SF,Darius Guinn,RS JR,7-Jun,195,Bryant,Alaska Anchorage
3,PF,Zach Gunn,RSSR,6-Jun,210,Ball State,IUPUI
2,PF,"Rodney Gunn, Jr.",RSSR,7-Jun,230,Lenoir–Rhyne,Duquesne
2,SF,Noah Gurley,RSSR,8-Jun,215,Furman,Alabama
3,SF,"Bruce Guy, Jr.",JR,6-Jun,210,Maryland Eastern Shore,Wallace State Community College
3,PF,Tibet Gorener,SO,9-Jun,200,Arizona,San José State
2,SG,J'Vonne Hadley,SO,6-Jun,215,Northeastern,Indian Hills Community College
2,PG,Jordan Hairston,JR,Jun-00,160,Texas A&M–Corpus Christi,UNC Asheville
3.5,SF,Darious Hall,RSSR,7-Jun,205,DePaul,Central Arkansas
2,SG,Jaylon Hall,RSSR,5-Jun,190,Wright State,Morehead State
2,SF,John Hall,RS SR,7-Jun,208,Portland State,UMass Lowell
2,PF,Sadaidriene Hall,SO,5-Jun,200,ETSU,Stephen F. Austin
2,PG,Matt Halvorsen,SR,1-Jun,183,Western Carolina,Florida Gulf Coast
2,SG,Daylan Hamilton,SO,3-Jun,180,Western Michigan,Triton College
3.3,PF,Jairus Hamilton,SR,8-Jun,230,Maryland,Western Kentucky
2,C,Jermaine Hamlin,JR,-10,235,Illinois,Eastern Illinois
3.7,PF,"Royce Hamm, Jr.",SR,9-Jun,225,Texas,UNLV
2,SG,Everette Hammond,SR,3-Jun,185,USC Upstate,UMass Lowell
2,SG,Geoff Hamperian,RSSR,4-Jun,205,Youngstown State,Fort Hays State
2,C,James Hampshire,RS SR,1-Jul,240,Pacific,UNLV
2,SG,Eric Hancik,SR,5-Jun,205,ETSU,Northwestern Oklahoma State
2,PF,"y 'L.J.' Hancock, Jr.",SO,8-Jun,230,Florida A&M,Daytona State College
2,SG,Jared Hankins,RS SO,4-Jun,200,Indiana State,Wabash Valley College
3,PG,Trae Hannibal,RS SO,2-Jun,212,South Carolina,Murray State
3.3,SG,Connor Harding,SR,6-Jun,185,Brigham Young,Utah Valley
2,SG,Darius Harding,SR,5-Jun,205,Northern Kentucky,Campbellsville University
2,SF,Malik Hardmon,SR,6-Jun,205,Alcorn State,Quincy
3.3,PG,Elijah Hardy,RS JR,2-Jun,170,Portland State,Cal State Northridge
2,PF,John Harge,RS SO,8-Jun,238,Northern Kentucky,Northeastern Oklahoma A&M College
2,PG,Kaelon Harkema,SO,2-Jun,180,Coppin State,Victoria College
3,SG,De'Vion Harmon,RS SO,2-Jun,205,Oklahoma,Oregon
2,PF,Jeremy Harrell,RS SR,8-Jun,240,McNeese,Washburn
2,SG,Andre Harris,RS SO,3-Jun,190,Wright State,Navarro College
2,SF,Brandon Harris,SO,6-Jun,185,Elon,Three Rivers College
2,SG,Gary Harris,RS SO,6-Jun,200,Siena,Loyola Marymount
3,SG,Jamir Harris,RSSR,2-Jun,192,American,Seton Hall
4,PF,Jermaine Harris,SR,8-Jun,230,Rhode Island,New Mexico State
2,PG,Truth Harris,SO,1-Jun,175,ETSU,Pensacola State College
4,PG,Tyler Harris,SR,9-May,150,Iowa State,Memphis
2,PG,Isaiah Hart,SR,Jun-00,185,Loyola (MD),Auburn–Montgomery
2,SG,Braun Hartfield,RS SR,5-Jun,195,San Diego,Pepperdine
4.3,SF,D.J. Harvey,RSSR,6-Jun,235,Vanderbilt,Detroit Mercy
2,C,Jacob Harvey,RS SO,9-Jun,-,Incarnate Word,Trinity University
2,SG,Jayvis Harvey,JR,5-Jun,210,James Madison,Miami Dade College
4,SG,Zach Harvey,RS SO,6-Jun,190,Cincinnati,UC Santa Barbara
2,SF,Markeese Hastings,RS JR,7-Jun,195,Butler,Western Michigan
2,SG,Allen Hatchett,SR,4-Jun,210,Southeast Missouri State,Claflin
2,PF,Ryan Hawkins,RS SR,7-Jun,222,Northwest Missouri State,Creighton
2,SG,Bahaide Haidara,JR,6-Jun,201,George Mason,St. Francis Brooklyn
2,SG,Daniel Headdings,RS SO,3-Jun,190,New Mexico,Pima Community College
2,SG,Cameron Healy,RSSR,3-Jun,190,Albany,Central Michigan
3,PG,Jay Heath,RS SO,3-Jun,200,Boston College,Arizona State
3,PG,Baylor Hebb,SO,2-Jun,180,Loyola Chicago,Colorado State
2,C,Joe Hedstrom,RS JR,Jul-00,240,Wisconsin,Valparaiso
2,PG,Steven Helm,RS JR,2-Jun,180,Valparaiso,Indiana Institute of Technology
2,SG,Ethan Helwig,RS SO,4-Jun,185,Merrimack,North Central College
2,PF,Jack Hemphill,SR,9-Jun,230,Boston University,St. Francis Brooklyn
2,SF,Justin Hemsley,RSSR,6-Jun,195,Hawaii,Azusa Pacific
2,C,Darius Henderson,SR,9-Jun,225,Montana,Corban University
3.7,PF,Ethan Henderson,SR,8-Jun,205,Arkansas,Texas A&M
2.7,C,Harrison Henderson,RS SR,-11,240,Southern,Central Michigan
2,PF,Michael Henn,RSSR,8-Jun,240,Portland,Denver
2,SG,Cameron Henry,RSSR,6-Jun,210,Lincoln Memorial,Indiana State
2,PF,Lenell Henry,SR,8-Jun,200,Prairie View A&M,Alcorn State
2,PG,P.J. Henry,JR,-10,165,Hartford,Texas Southern
2,PF,Jarrett Hensley,SO,8-Jun,220,UNCG,Cincinnati
3.7,PF,Kamaka Hepa,SR,-10,215,Texas,Hawaii
2,SG,Adam Hess,RS JR,4-Jun,205,UTEP,Eastern New Mexico
2,SG,Jarius Hicklen,JR,3-Jun,175,Oklahoma Baptist,North Florida
2.7,PG,Alec Hickman,RSSR,4-Jun,195,Fresno State,Alabama A&M
2,PF,Cory Hightower,SR,7-Jun,222,Western Carolina,Winthrop
3,PG,Ayinde Hikim,JR,-11,179,La Salle,UMass Lowell
2,SG,Kavan Hill,RSSR,5-Jun,195,Queens (NC),West Alabama
2,SF,"Sam Hines, Jr.",SO,6-Jun,215,Denver,South Florida
2,SF,Jalyn Hinton,SR,6-Jun,200,Florida Southern,Southeastern Louisiana
2,SF,Mason Hix,SR,8-Jun,180,Texas State,St. Edward's
2,PG,JacQuess Hobbs,SR,2-Jun,185,Eastern Kentucky,Fort Lewis
2,PF,Jacob Hobbs,JR,7-Jun,190,Lipscomb,Tusculum
2,PG,Jack Hoiberg,RSSR,-11,172,Michigan State,UT Arlington
2,PF,Brent Holcombe,SR,8-Jun,204,Loyola (MD),Florida Memorial University
2,PF,Kenyon Holcombe,SO,8-Jun,215,Incarnate Word,Cameron
2,SG,Cam Holden,SR,5-Jun,200,UT Martin,Towson
2,SG,Joey Holifield,SO,3-Jun,195,Oakland,Lourdes University
3.7,SF,Alfred Hollins,SR,6-Jun,205,Oregon State,UTEP
2,PG,Tray Hollowell,SR,3-Jun,185,Wofford,Morehead State
2,PG,Jaylon Holmes,RS JR,6-Jun,185,Western Michigan,Lincoln Trail College
2,PG,Eden Holt,RS SO,-10,175,UT Martin,Butler Community College
2,PG,Mike Hood,SR,2-Jun,195,Montana State,Coppin State
2,PG,D.J. Horne,JR,1-Jun,175,Illinois State,Arizona State
2.7,PF,Jeriah Horne,RS SR,7-Jun,205,Colorado,Tulsa
2,SG,Demetric Horton,SR,5-Jun,200,Purdue Fort Wayne,North Carolina A&T
2,PF,Brandon Horvath,SR,-10,210,UMBC,Utah State
4,PG,Jaelen House,JR,Jun-00,155,Arizona State,New Mexico
2,SG,D'Avian Houston,SO,1-Jun,212,College of Charleston,Longwood
2,SF,Brendan Howard,RSSR,5-Jun,230,Montana State Billings,North Dakota
2,PF,Luke Howard,RS SO,8-Jun,220,Lipscomb,Biola
2,PG,"Tobias Howard, Jr.",RS SR,2-Jun,195,Indiana State,Salem
2,PG,Mikey Howell,RS SR,3-Jun,170,UC San Diego,Bradley
2,PG,"Trent Hudgens, Jr.",SO,Jun-00,163,Santa Clara,Northern Colorado
3,SG,"Michael Hueitt, Jr.",RSSR,3-Jun,185,UNCG,Catawba
2,SG,Caleb Huffman,SR,4-Jun,185,Central Michigan,Nicholls
3,SG,Frankie Hughes,RS SR,5-Jun,200,San Diego,Slippery Rock
2,PF,Johnny Hughes III,RS SR,8-Jun,210,Mount Olive,Incarnate Word
2,PG,Marion Humphrey,RS JR,3-Jun,185,San Diego,Salt Lake Community College
2,SG,"Kevin Hunt, Jr.",RSSR,3-Jun,170,Morehead State,Denver
2,SF,Chance Hunter,RSSR,6-Jun,200,Long Beach State,California Baptist
2,SG,Darweshi Hunter,JR,5-Jun,200,Weber State,Northern Illinois
4,SF,Jerome Hunter,RS JR,8-Jun,210,Indiana,Xavier
2,SG,Robert Hutchens,SO,4-Jun,205,Seattle,Northern Arizona
4,SG,Aundre Hyatt,RS JR,6-Jun,227,LSU,Rutgers
2,PF,Elijah Ifejeh,SR,8-Jun,236,Southeastern Louisiana,Prairie View A&M
4,PF,Aidan Igiehon,JR,-10,245,Louisville,GCU
2,SG,Tyree Ihenacho,SO,4-Jun,195,North Dakota,James Madison
2,SF,Jailyn Ingram,RS SR,7-Jun,215,Florida Atlantic,Georgia
2,PG,Christian Ings,JR,2-Jun,180,Rider,Norfolk State
2,C,Sam Iorio,RSSR,7-Jun,230,South Alabama,Niagara
2,PF,Patrick Iriel,SO,-10,248,South Carolina,Northwest Florida State College
2,SF,Mike Isler,JR,6-Jun,190,Presbyterian,Tallahassee Community College
2,PG,Sami Ismail,RS JR,1-Jun,182,Loyola Chicago,Highland Community College
2,PG,Terry Ivery,JR,9-May,170,Stetson,Butler Community College
2,SG,Donovan Ivory,JR,6-Jun,190,Boise State,Green Bay
2,PF,Victor Iwuakor,JR,7-Jun,225,Oklahoma,UNLV
2.5,C,Abayomi Iyiola,RSSR,-10,215,Arkansas,Hofstra
2,SG,Maceo Jack,SR,5-Jun,190,George Washington,Buffalo
2,SG,Nathanael Jack,SR,5-Jun,195,Florida State,Cleveland State
2,PG,Jalen Jackson,JR,-11,180,North Texas,Texas A&M–Corpus Christi
2,PG,Marreon Jackson,SR,1-Jun,190,Toledo,Arizona State
2,PG,Tyrie Jackson,RS SR,2-Jun,215,East Carolina,Prairie View A&M
3,PF,Tyson Jackson,JR,9-Jun,245,Middle Tennessee,New Orleans
4,SF,Vance Jackson,RS SR,9-Jun,230,Arkansas,East Carolina
3,PG,"Jermaine Jackson, Jr.",RSSR,Jun-00,175,LIU,Central Michigan
2,PG,Chandler Jacobs,SR,3-Jun,185,Dallas Baptist,Colorado State
2,SG,Demarius Jacobs,SR,2-Jun,185,Saint Louis,Ball State
4,SG,Musa Jallow,RSSR,5-Jun,210,Ohio State,Charlotte
2,PG,Chris James,JR,3-Jun,180,Eastern Michigan,College of Southern Idaho
2,SF,Dontarius James,SR,8-Jun,225,Jacksonville,Howard
2,PG,Iziah James,SR,Jun-00,180,SIUE,Pittsburg State
2,SF,Mervin James,JR,7-Jun,215,North Alabama,Rider
2,SG,Miles James,RS JR,6-Jun,210,East Carolina,Cal State Northridge
2,PF,Ibrahima Jarjou,SO,9-Jun,220,Austin Peay,Emmanuel
2,PG,Zep Jasper,RSSR,Jun-00,190,College of Charleston,Auburn
2,SF,James Jean-Marie,SR,8-Jun,235,Hawaii,Portland State
2,PG,Josh Jefferson,RS SR,2-Jun,190,Green Bay,Middle Tennessee
3,SF,D.J. Jeffries,JR,7-Jun,220,Memphis,Mississippi State
2,PG,Koby Jeffries,RS SO,3-Jun,190,UAB,UT Martin
2,PG,Daniss Jenkins,JR,3-Jun,175,Pacific,Odessa College
2,PG,Jahlil Jenkins,SR,Jun-00,160,Fairleigh Dickinson,Stony Brook
2,SG,Nate Jenkins,JR,2-Jun,199,Iowa State,Green Bay
2,SG,Sean Jenkins,JR,4-Jun,190,Presbyterian,Marian University
